"province_id","province_name","constituency_id","constituency_name","type","osn","candidate_name","party_name","evm_votes","postal_votes","total_votes","vote_share"
"S12","Madhya Pradesh",2,"BHIND","State",4,"OM PRAKASH SHAKYA","Hindusthan Nirman Dal",5726,9,5735,0.6
"S12","Madhya Pradesh",2,"BHIND","State",5,"KISHORI LAL SHAKYA","Bahujan Mukti Party",1710,6,1716,0.18
"S12","Madhya Pradesh",2,"BHIND","State",6,"DILEEP KUMAR DOHARE (ADVOCAT)","Ambedkarite Party of India",2918,11,2929,0.3
"S12","Madhya Pradesh",2,"BHIND","State",7,"MADAN CHHILWAR","Pragatishil Samajwadi Party (Lohia)",1086,11,1097,0.11
"S12","Madhya Pradesh",2,"BHIND","State",8,"MANOHAR LAL PATWA (LALU KORI)","Jan Adhikar Party",971,7,978,0.1
"S12","Madhya Pradesh",2,"BHIND","State",9,"ROOP SINGH","Bharat Prabhat Party",810,6,816,0.08
"S12","Madhya Pradesh",2,"BHIND","State",10,"VIJAY SINGH PATWA","All India Forward Bloc",1080,2,1082,0.11
"S12","Madhya Pradesh",2,"BHIND","State",11,"ASHOK SINGH","Independent",1156,5,1161,0.12
"S12","Madhya Pradesh",2,"BHIND","State",12,"UMESH GARG","Independent",2177,4,2181,0.23
"S12","Madhya Pradesh",2,"BHIND","State",13,"JITENDRA SINGH","Independent",1541,6,1547,0.16
"S12","Madhya Pradesh",2,"BHIND","State",14,"DHARM SINGH BHARGAV","Independent",2437,1,2438,0.25
"S12","Madhya Pradesh",2,"BHIND","State",15,"BRIKHBHAN DOHARE","Independent",1897,0,1897,0.2
"S12","Madhya Pradesh",2,"BHIND","State",16,"RAJESH KUMAR JATAV","Independent",4991,2,4993,0.52
"S12","Madhya Pradesh",2,"BHIND","State",17,"RAM NARESH JATAV","Independent",3642,3,3645,0.38
"S12","Madhya Pradesh",2,"BHIND","State",18,"HARKISOR KORI","Independent",1723,3,1726,0.18
"S12","Madhya Pradesh",2,"BHIND","State",19,"NOTA","None of the Above",4582,48,4630,0.48
"S12","Madhya Pradesh",3,"GWALIOR","State",1,"ASHOK SINGH","Indian National Congress",479482,926,480408,40.16
"S12","Madhya Pradesh",3,"GWALIOR","State",2,"MAMTA BALVEER SINGH KUSHWAH","Bahujan Samaj Party",44540,137,44677,3.74
"S12","Madhya Pradesh",3,"GWALIOR","State",3,"VIVEK NARAYAN SHEJWALKAR","Bharatiya Janata Party",624801,2449,627250,52.44
"S12","Madhya Pradesh",3,"GWALIOR","State",4,"GEETA RANI KUSHWAH","Peoples Party of India (Democratic)",5555,11,5566,0.47
"S12","Madhya Pradesh",3,"GWALIOR","State",5,"JITENDRA JAIN AND AKASH","Bharat Prabhat Party",1099,6,1105,0.09
"S12","Madhya Pradesh",3,"GWALIOR","State",6,"NANDKISHOR SHAU","Parivartan Samaj Party",1203,1,1204,0.1
"S12","Madhya Pradesh",3,"GWALIOR","State",7,"NARAYAN NAMDEV","Ambedkarite Party of India",2279,0,2279,0.19
"S12","Madhya Pradesh",3,"GWALIOR","State",8,"PRAN SINGH PAL","Rashtriya Shoshit Samaj Party",2222,4,2226,0.19
"S12","Madhya Pradesh",3,"GWALIOR","State",9,"BRIJ MOHAN","Pragatishil Samajwadi Party (Lohia)",1003,5,1008,0.08
"S12","Madhya Pradesh",3,"GWALIOR","State",10,"VISHNU KANT SHARMA","Rashtriya Rashtrawadi Party",1110,3,1113,0.09
"S12","Madhya Pradesh",3,"GWALIOR","State",11,"SUGREEV SINGH KUSHWAH","Jan Adhikar Party",1247,4,1251,0.1
"S12","Madhya Pradesh",3,"GWALIOR","State",12,"COMRADE SUNIL GOPAL","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",1394,0,1394,0.12
"S12","Madhya Pradesh",3,"GWALIOR","State",13,"HANUMANT SINGH","Aajad Bharat Party (Democratic)",1950,3,1953,0.16
"S12","Madhya Pradesh",3,"GWALIOR","State",14,"ASHOK KHAN","Independent",3981,0,3981,0.33
"S12","Madhya Pradesh",3,"GWALIOR","State",15,"KESHAV RAY CHAUDHARY","Independent",2736,1,2737,0.23
"S12","Madhya Pradesh",3,"GWALIOR","State",16,"GOVIND SINGH","Independent",6316,4,6320,0.53
"S12","Madhya Pradesh",3,"GWALIOR","State",17,"DEEPAK KUMAR BANSAL (RANGWALE)","Independent",4984,0,4984,0.42
"S12","Madhya Pradesh",3,"GWALIOR","State",18,"SOBRAN SINGH","Independent",1296,1,1297,0.11
"S12","Madhya Pradesh",3,"GWALIOR","State",19,"NOTA","None of the Above",5328,15,5343,0.45
"S12","Madhya Pradesh",4,"GUNA","State",1,"KRISHNA PAL SINGH ""Dr. K. P. YADAV""","Bharatiya Janata Party",610855,3194,614049,52.11
"S12","Madhya Pradesh",4,"GUNA","State",2,"JYOTIRADITYA M. SCINDIA","Indian National Congress",486105,2395,488500,41.45
"S12","Madhya Pradesh",4,"GUNA","State",3,"DHAKAD LOKENDRA SINGH RAJPOOT","Bahujan Samaj Party",37381,149,37530,3.18
"S12","Madhya Pradesh",4,"GUNA","State",4,"AMIT KHARE","Ambedkarite Party of India",4479,1,4480,0.38
"S12","Madhya Pradesh",4,"GUNA","State",5,"MANISH SHRIVASTAV","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",1652,15,1667,0.14
"S12","Madhya Pradesh",4,"GUNA","State",6,"REKHA BAI","Aajad Bharat Party (Democratic)",1517,2,1519,0.13
"S12","Madhya Pradesh",4,"GUNA","State",7,"SANTOSH YADAV","Pragatishil Samajwadi Party (Lohia)",1038,4,1042,0.09
"S12","Madhya Pradesh",4,"GUNA","State",8,"AJAY SINGH KUSHWAH","Independent",1422,1,1423,0.12
"S12","Madhya Pradesh",4,"GUNA","State",9,"CHANDR KUMAR SHRIVASTAVA (CHANDU)","Independent",1945,0,1945,0.17
"S12","Madhya Pradesh",4,"GUNA","State",10,"BHAN SINGH","Independent",1720,3,1723,0.15
"S12","Madhya Pradesh",4,"GUNA","State",11,"BHOOPENDRA SINGH CHAUHAN (BABLU RAJA)","Independent",2471,0,2471,0.21
"S12","Madhya Pradesh",4,"GUNA","State",12,"O. P. BHEYA","Independent",3552,1,3553,0.3
"S12","Madhya Pradesh",4,"GUNA","State",13,"HARBHAJAN SINGH RAJPOOT Ad.","Independent",6118,0,6118,0.52
"S12","Madhya Pradesh",4,"GUNA","State",14,"NOTA","None of the Above",12372,31,12403,1.05
"S12","Madhya Pradesh",5,"SAGAR","State",1,"PRABHU SINGH THAKUR","Indian National Congress",340335,354,340689,32.85
"S12","Madhya Pradesh",5,"SAGAR","State",2,"RAJKUMAR YADAV","Bahujan Samaj Party",20327,36,20363,1.96
"S12","Madhya Pradesh",5,"SAGAR","State",3,"RAJBAHADUR SINGH","Bharatiya Janata Party",645338,893,646231,62.31
"S12","Madhya Pradesh",5,"SAGAR","State",4,"KAMAL KHATIK","Pragatishil Samajwadi Party (Lohia)",6362,1,6363,0.61
"S12","Madhya Pradesh",5,"SAGAR","State",5,"RAMNARESH TIWARI (RAMJEE)","Samagra Utthan Party",1336,4,1340,0.13
"S12","Madhya Pradesh",5,"SAGAR","State",6,"VINAY SEN","Bhartiya Shakti Chetna Party",1645,0,1645,0.16
"S12","Madhya Pradesh",5,"SAGAR","State",7,"KANCHHEDILAL KUSHWAH","Independent",2597,0,2597,0.25
"S12","Madhya Pradesh",5,"SAGAR","State",8,"MOH. KHURRAM QURESHI","Independent",1736,0,1736,0.17
"S12","Madhya Pradesh",5,"SAGAR","State",9,"DEVENDRA JAIN "" MILAN""","Independent",4021,3,4024,0.39
"S12","Madhya Pradesh",5,"SAGAR","State",10,"MAHENDRA SINGH PATEL ""BARUAL""","Independent",3453,1,3454,0.33
"S12","Madhya Pradesh",5,"SAGAR","State",11,"NOTA","None of the Above",8724,9,8733,0.84
"S12","Madhya Pradesh",6,"TIKAMGARH","State",1,"Ahirwar Kiran","Indian National Congress",323776,413,324189,29.56
"S12","Madhya Pradesh",6,"TIKAMGARH","State",2,"Dr Virendra Kumar","Bharatiya Janata Party",670967,1281,672248,61.3
"S12","Madhya Pradesh",6,"TIKAMGARH","State",3,"Ahirwar Shripat Shikshak","Poorvanchal Rashtriya Congress",9905,1,9906,0.9
"S12","Madhya Pradesh",6,"TIKAMGARH","State",4,"Kamta Prasad Kori ""K.P.""","Pragatishil Samajwadi Party (Lohia)",2067,1,2068,0.19
"S12","Madhya Pradesh",6,"TIKAMGARH","State",5,"Narayan Das Jatav","Madhya Pradesh Jan Vikas Party",1829,2,1831,0.17
"S12","Madhya Pradesh",6,"TIKAMGARH","State",6,"N.R. Prajapati","Adarsh Nyay Rakshak Party",2359,1,2360,0.22
"S12","Madhya Pradesh",6,"TIKAMGARH","State",7,"R.D. Prajapati","Samajwadi Party",42519,66,42585,3.88
"S12","Madhya Pradesh",6,"TIKAMGARH","State",8,"Surjeet Chadar","Bhartiya Shakti Chetna Party",2099,1,2100,0.19
"S12","Madhya Pradesh",6,"TIKAMGARH","State",9,"Shriram Nagar ""Shikshak""","Sapaks Party",2223,2,2225,0.2
"S12","Madhya Pradesh",6,"TIKAMGARH","State",10,"Jitendra Banshkar","Independent",2185,1,2186,0.2
"S12","Madhya Pradesh",6,"TIKAMGARH","State",11,"R.B. Prajapati Advocate","Independent",5938,0,5938,0.54
"S12","Madhya Pradesh",6,"TIKAMGARH","State",12,"Pramod Prajapati","Independent",3171,0,3171,0.29
"S12","Madhya Pradesh",6,"TIKAMGARH","State",13,"Shobha Valmiki","Independent",7934,1,7935,0.72
"S12","Madhya Pradesh",6,"TIKAMGARH","State",14,"Suresh Kori","Independent",7370,1,7371,0.67
"S12","Madhya Pradesh",6,"TIKAMGARH","State",15,"NOTA","None of the Above",10593,6,10599,0.97
"S12","Madhya Pradesh",7,"DAMOH","State",1,"JITTU KHARE ""BADAL""","Bahujan Samaj Party",45822,26,45848,3.94
"S12","Madhya Pradesh",7,"DAMOH","State",2,"PRATAP SINGH","Indian National Congress",351016,97,351113,30.16
"S12","Madhya Pradesh",7,"DAMOH","State",3,"PRAHALAD SINGH PATEL","Bharatiya Janata Party",704221,303,704524,60.51
"S12","Madhya Pradesh",7,"DAMOH","State",4,"THAKURDAS PATEL (T.D. PATEL)","Pragatishil Samajwadi Party (Lohia)",9505,0,9505,0.82
"S12","Madhya Pradesh",7,"DAMOH","State",5,"MANU SINGH MARAVI","Gondvana Gantantra Party",3508,1,3509,0.3
"S12","Madhya Pradesh",7,"DAMOH","State",6,"MANVENDRA SINGH BITTU BHAIYA","Hindusthan Nirman Dal",1510,0,1510,0.13
"S12","Madhya Pradesh",7,"DAMOH","State",7,"MAN SINGH LODHI","Bhartiya Shakti Chetna Party",8316,1,8317,0.71
"S12","Madhya Pradesh",7,"DAMOH","State",8,"RICHA PURSHOTTAM CHOUBEY (HARIOM)","Sapaks Party",1910,2,1912,0.16
"S12","Madhya Pradesh",7,"DAMOH","State",9,"VIKAS NAGVANSHI","Bharat Prabhat Party",1499,0,1499,0.13
"S12","Madhya Pradesh",7,"DAMOH","State",10,"SHARADA PARSAD PATEL","Pichhara Samaj Party United",2304,0,2304,0.2
"S12","Madhya Pradesh",7,"DAMOH","State",11,"ANANT LAL BASOR","Independent",2538,0,2538,0.22
"S12","Madhya Pradesh",7,"DAMOH","State",12,"KAMLESH ASATI","Independent",3048,0,3048,0.26
"S12","Madhya Pradesh",7,"DAMOH","State",13,"DEVI YADAV","Independent",4607,0,4607,0.4
"S12","Madhya Pradesh",7,"DAMOH","State",14,"PRAHLAD PATEL","Independent",10836,1,10837,0.93
"S12","Madhya Pradesh",7,"DAMOH","State",15,"PRAHLAD BHAIYA","Independent",5499,0,5499,0.47
"S12","Madhya Pradesh",7,"DAMOH","State",16,"NOTA","None of the Above",7653,3,7656,0.66
"S12","Madhya Pradesh",8,"KHAJURAHO","State",1,"MAHARANI KAVITA SINGH NATIRAJA","Indian National Congress",318526,227,318753,25.34
"S12","Madhya Pradesh",8,"KHAJURAHO","State",2,"V.D. SHARMA (VISHNU DATT SHARMA)","Bharatiya Janata Party",810410,725,811135,64.49
"S12","Madhya Pradesh",8,"KHAJURAHO","State",3,"ASHWANI KUMAR DUBEY","Sarvodaya Bharat Party",10552,2,10554,0.84
"S12","Madhya Pradesh",8,"KHAJURAHO","State",4,"JAGDESH KUMAR PATEL","Akhil Bhartiya Apna Dal",4222,1,4223,0.34
"S12","Madhya Pradesh",8,"KHAJURAHO","State",5,"DESH PAL PATEL","Ambedkarite Party of India",5881,3,5884,0.47
"S12","Madhya Pradesh",8,"KHAJURAHO","State",6,"MANISH MISHRA","Rashtriya Aadarsh Member Party",1964,1,1965,0.16
"S12","Madhya Pradesh",8,"KHAJURAHO","State",7,"ADVOCATE RAKESH KUMAR SHUKLA","All India Forward Bloc",2154,0,2154,0.17
"S12","Madhya Pradesh",8,"KHAJURAHO","State",8,"VEER SINGH PATEL","Samajwadi Party",40029,48,40077,3.19
"S12","Madhya Pradesh",8,"KHAJURAHO","State",9,"SANT KUMAR SHARMA","Samagra Utthan Party",2481,0,2481,0.2
"S12","Madhya Pradesh",8,"KHAJURAHO","State",10,"ABDUL IMRAN","Independent",3304,1,3305,0.26
"S12","Madhya Pradesh",8,"KHAJURAHO","State",11,"GIRIRAJ KISHOR (RAJU) PODDAR","Independent",2953,0,2953,0.23
"S12","Madhya Pradesh",8,"KHAJURAHO","State",12,"NARENDRA PANDEY (RAM JI)","Independent",2942,0,2942,0.23
"S12","Madhya Pradesh",8,"KHAJURAHO","State",13,"PARWAT SINGH","Independent",3970,0,3970,0.32
"S12","Madhya Pradesh",8,"KHAJURAHO","State",14,"BHOOPAT KUMAR ADIWASI","Independent",6999,0,6999,0.56
"S12","Madhya Pradesh",8,"KHAJURAHO","State",15,"MEENA/LALIT RAIKWAR","Independent",12450,0,12450,0.99
"S12","Madhya Pradesh",8,"KHAJURAHO","State",16,"RAJKUMAR","Independent",11691,0,11691,0.93
"S12","Madhya Pradesh",8,"KHAJURAHO","State",17,"VINOD KUMAR","Independent",5941,0,5941,0.47
"S12","Madhya Pradesh",8,"KHAJURAHO","State",18,"NOTA","None of the Above",10301,5,10306,0.82
"S12","Madhya Pradesh",9,"SATNA","State",1,"ACCHE LAL KUSHAWAHA","Bahujan Samaj Party",109901,60,109961,9.87
"S12","Madhya Pradesh",9,"SATNA","State",2,"GANESH SINGH","Bharatiya Janata Party",587410,1343,588753,52.87
"S12","Madhya Pradesh",9,"SATNA","State",3,"RAJARAM TRIPATHI","Indian National Congress",356973,307,357280,32.08
"S12","Madhya Pradesh",9,"SATNA","State",4,"NAND KISHOR PRAJAPATI","Peoples Party of India (Democratic)",6961,3,6964,0.63
"S12","Madhya Pradesh",9,"SATNA","State",5,"MANORAJ DWIVEDI","Janata Congress",1481,1,1482,0.13
"S12","Madhya Pradesh",9,"SATNA","State",6,"MHENDRA SINGH","Bhartiya Shakti Chetna Party",1227,0,1227,0.11
"S12","Madhya Pradesh",9,"SATNA","State",7,"DR. RAJENDRA TRIPATHI","Bharatiya Jan Morcha Party",1055,0,1055,0.09
"S12","Madhya Pradesh",9,"SATNA","State",8,"RAMKUSHAL KEWAT","Bhartiya Manav Samaj Party",1311,0,1311,0.12
"S12","Madhya Pradesh",9,"SATNA","State",9,"RAM NIVAS SEN","Republican Party of India (A)",1532,1,1533,0.14
"S12","Madhya Pradesh",9,"SATNA","State",10,"RAM VISHWAS PAL","Rashtriya Samaj Paksha",2161,3,2164,0.19
"S12","Madhya Pradesh",9,"SATNA","State",11,"VIPIN SINGH TIWARI","Smart Indians Party",3892,1,3893,0.35
"S12","Madhya Pradesh",9,"SATNA","State",12,"SHASHANK SINGH BAGHEL","Sapaks Party",2444,6,2450,0.22
"S12","Madhya Pradesh",9,"SATNA","State",13,"ASHOK VISHWAKARMA","Independent",4219,1,4220,0.38
"S12","Madhya Pradesh",9,"SATNA","State",14,"MOHD. JIBRAIL","Independent",5259,0,5259,0.47
"S12","Madhya Pradesh",9,"SATNA","State",15,"NASIR KHAN","Independent",5639,0,5639,0.51
"S12","Madhya Pradesh",9,"SATNA","State",16,"BABU LAL","Independent",6805,1,6806,0.61
"S12","Madhya Pradesh",9,"SATNA","State",17,"MAHESH SAHU ""PAPPU""","Akhil Bharat Hindu Mahasabha",3081,0,3081,0.28
"S12","Madhya Pradesh",9,"SATNA","State",18,"MUNNI KRANTI","Independent",3599,1,3600,0.32
"S12","Madhya Pradesh",9,"SATNA","State",19,"SURENDRA PANDEY KUWAN","Independent",2564,0,2564,0.23
"S12","Madhya Pradesh",9,"SATNA","State",20,"Dr. SURESH PRASAD TRIPATHI","Independent",920,1,921,0.08
"S12","Madhya Pradesh",9,"SATNA","State",21,"PHOUJI SANDIP BABA","Independent",846,3,849,0.08
"S12","Madhya Pradesh",9,"SATNA","State",22,"NOTA","None of the Above",2636,8,2644,0.24
"S12","Madhya Pradesh",10,"REWA","State",1,"GIRIJESH SINGH SENGER","Communist Party of India  (Marxist)",10401,52,10453,1.03
"S12","Madhya Pradesh",10,"REWA","State",2,"JANARDAN MISHRA","Bharatiya Janata Party",580769,2976,583745,57.61
"S12","Madhya Pradesh",10,"REWA","State",3,"VIKASH SINGH PATEL","Bahujan Samaj Party",91012,114,91126,8.99
"S12","Madhya Pradesh",10,"REWA","State",4,"SIDDHARTH TIWARI ""RAJ""","Indian National Congress",270519,419,270938,26.74
"S12","Madhya Pradesh",10,"REWA","State",5,"DR. ARUN KUMAR SATNAMI","Bahujan Mukti Party",3754,2,3756,0.37
"S12","Madhya Pradesh",10,"REWA","State",6,"ARUN GAUTAM","Shri Janta Party",1670,2,1672,0.17
"S12","Madhya Pradesh",10,"REWA","State",7,"CHHOTU KOL","Jan Samman party",1150,8,1158,0.11
"S12","Madhya Pradesh",10,"REWA","State",8,"BADRI PRASAD KUSHWAHA","Akhil Bhartiya Apna Dal",2652,4,2656,0.26
"S12","Madhya Pradesh",10,"REWA","State",9,"BABULAL KOL","Adhikar Vikas Party",1321,4,1325,0.13
"S12","Madhya Pradesh",10,"REWA","State",10,"MAHENDRA KUMAR TIWARI","Kisan Raj Party,",2421,5,2426,0.24
"S12","Madhya Pradesh",10,"REWA","State",11,"RAM GOPAL SINGH PATEL","Peoples Party of India (Democratic)",4976,6,4982,0.49
"S12","Madhya Pradesh",10,"REWA","State",12,"REETA TRIPATHI","Bhartiya Shakti Chetna Party",3018,14,3032,0.3
"S12","Madhya Pradesh",10,"REWA","State",13,"SHAKUNTALA MISHRA","Sapaks Party",3715,4,3719,0.37
"S12","Madhya Pradesh",10,"REWA","State",14,"SHIV KUMAR MISHRA","Samagra Utthan Party",3859,1,3860,0.38
"S12","Madhya Pradesh",10,"REWA","State",15,"SIYASHARAN KEVAT","Rashtriya Apna Dal",5694,2,5696,0.56
"S12","Madhya Pradesh",10,"REWA","State",16,"SUNIT PANDEY 'SUMIT'","AARAKSHAN VIRODHI PARTY",5553,2,5555,0.55
"S12","Madhya Pradesh",10,"REWA","State",17,"SUBHRANSHU DWIVEDI - PADARI","Kisan Party of India",2582,1,2583,0.25
"S12","Madhya Pradesh",10,"REWA","State",18,"AKHILESH SAKET","Independent",4797,1,4798,0.47
"S12","Madhya Pradesh",10,"REWA","State",19,"DEVENDRA KUMAR MISHRA","Independent",1904,3,1907,0.19
"S12","Madhya Pradesh",10,"REWA","State",20,"BRAHM DATTA MISHRA","Independent",1877,1,1878,0.19
"S12","Madhya Pradesh",10,"REWA","State",21,"RAM KALESH SAKET","Independent",826,2,828,0.08
"S12","Madhya Pradesh",10,"REWA","State",22,"SANAT KUMAR","Independent",865,1,866,0.09
"S12","Madhya Pradesh",10,"REWA","State",23,"SUSHIL MISHRA (SABAKE MAHARAJ)","Independent",1400,1,1401,0.14
"S12","Madhya Pradesh",10,"REWA","State",24,"NOTA","None of the Above",2872,19,2891,0.29
"S12","Madhya Pradesh",11,"SIDHI","State",1,"Ajay Arjun Singh","Indian National Congress",411282,536,411818,32.11
"S12","Madhya Pradesh",11,"SIDHI","State",2,"Ram Lal Panika","Bahujan Samaj Party",26511,29,26540,2.07
"S12","Madhya Pradesh",11,"SIDHI","State",3,"Riti Pathak","Bharatiya Janata Party",697212,1130,698342,54.44
"S12","Madhya Pradesh",11,"SIDHI","State",4,"Com. Sanjay Namdeo","Communist Party of India",27647,4,27651,2.16
"S12","Madhya Pradesh",11,"SIDHI","State",5,"Anup Singh Sengar","Samagra Utthan Party",5058,0,5058,0.39
"S12","Madhya Pradesh",11,"SIDHI","State",6,"Ashish Kumar Singh Chauhan","Shivsena",2445,2,2447,0.19
"S12","Madhya Pradesh",11,"SIDHI","State",7,"Nirmala Dr. H.L. Prajapati","Akhil Bhartiya Gondwana Party",5580,9,5589,0.44
"S12","Madhya Pradesh",11,"SIDHI","State",8,"Fatte Bahadur Singh Markam","Gondvana Gantantra Party",17025,7,17032,1.33
"S12","Madhya Pradesh",11,"SIDHI","State",9,"Ram Kripal Bashor","Republican Party of India (A)",2529,0,2529,0.2
"S12","Madhya Pradesh",11,"SIDHI","State",10,"Ramdas Shah Mulnivasi","Peoples Party of India (Democratic)",6181,1,6182,0.48
"S12","Madhya Pradesh",11,"SIDHI","State",11,"Ram Rahees Kol","Communist Party of India (Marxist-Leninist) Red Star",3847,1,3848,0.3
"S12","Madhya Pradesh",11,"SIDHI","State",12,"Ramvishal Pal","Rashtriya Shoshit Samaj Party",5132,3,5135,0.4
"S12","Madhya Pradesh",11,"SIDHI","State",13,"Ramadhar Gupta ""Mai Ke Lal""","Sapaks Party",6097,0,6097,0.48
"S12","Madhya Pradesh",11,"SIDHI","State",14,"Shyam Lal Vaishya","Bhartiya Shakti Chetna Party",10439,1,10440,0.81
"S12","Madhya Pradesh",11,"SIDHI","State",15,"Gyani Jaiswal","Saman Aadmi Saman Party",6368,0,6368,0.5
"S12","Madhya Pradesh",11,"SIDHI","State",16,"Dileep Kumar Shukla","Independent",15555,0,15555,1.21
"S12","Madhya Pradesh",11,"SIDHI","State",17,"Dharmendra Singh Baghel","Independent",6856,0,6856,0.53
"S12","Madhya Pradesh",11,"SIDHI","State",18,"Dheerendra Kumar","Independent",1953,3,1956,0.15
"S12","Madhya Pradesh",11,"SIDHI","State",19,"Rakesh Kumar Patel","Independent",5305,22,5327,0.42
"S12","Madhya Pradesh",11,"SIDHI","State",20,"Ram Kumar Jaysval","Independent",2071,0,2071,0.16
"S12","Madhya Pradesh",11,"SIDHI","State",21,"Ramraj Yadav","Independent",1120,0,1120,0.09
"S12","Madhya Pradesh",11,"SIDHI","State",22,"Ramsahay Sahu","Independent",1066,0,1066,0.08
"S12","Madhya Pradesh",11,"SIDHI","State",23,"Ramawatar Vishwakarma","Independent",1348,2,1350,0.11
"S12","Madhya Pradesh",11,"SIDHI","State",24,"Lalan","Independent",1887,0,1887,0.15
"S12","Madhya Pradesh",11,"SIDHI","State",25,"Lalta Prasad Jayswal","Independent",2846,0,2846,0.22
"S12","Madhya Pradesh",11,"SIDHI","State",26,"Shrawan Kumar Dwivedi ""Samajwadi""","Independent",1968,0,1968,0.15
"S12","Madhya Pradesh",11,"SIDHI","State",27,"NOTA","None of the Above",5618,9,5627,0.44
"S12","Madhya Pradesh",12,"SHAHDOL","State",1,"BAHAN KESHKALI KOL","Communist Party of India",33683,12,33695,2.72
"S12","Madhya Pradesh",12,"SHAHDOL","State",2,"PRAMILA SINGH","Indian National Congress",343553,1091,344644,27.84
"S12","Madhya Pradesh",12,"SHAHDOL","State",3,"MOHDAL SINGH PAV","Bahujan Samaj Party",20547,51,20598,1.66
"S12","Madhya Pradesh",12,"SHAHDOL","State",4,"HIMADRI SINGH","Bharatiya Janata Party",746122,1855,747977,60.43
"S12","Madhya Pradesh",12,"SHAHDOL","State",5,"KAMLA PRASAD BAIGA","Bhartiya Shakti Chetna Party",11510,4,11514,0.93
"S12","Madhya Pradesh",12,"SHAHDOL","State",6,"MEERA SINGH","Chhattisgarh Vikas Ganga Rashtriya Party",3351,2,3353,0.27
"S12","Madhya Pradesh",12,"SHAHDOL","State",7,"LAKSHYAPAT SINGH","Peoples Party of India (Democratic)",4538,6,4544,0.37
"S12","Madhya Pradesh",12,"SHAHDOL","State",8,"VIMAL SINGH KORCHE","Gondvana Gantantra Party",16759,30,16789,1.36
"S12","Madhya Pradesh",12,"SHAHDOL","State",9,"GOKUL SINGH","Independent",3637,0,3637,0.29
"S12","Madhya Pradesh",12,"SHAHDOL","State",10,"JHAMAKLAL","Independent",4941,0,4941,0.4
"S12","Madhya Pradesh",12,"SHAHDOL","State",11,"DURGA MOSI","Independent",8025,1,8026,0.65
"S12","Madhya Pradesh",12,"SHAHDOL","State",12,"NARAYAN SINGH UIKE","Independent",7508,1,7509,0.61
"S12","Madhya Pradesh",12,"SHAHDOL","State",13,"MANNA SINGH","Independent",10604,0,10604,0.86
"S12","Madhya Pradesh",12,"SHAHDOL","State",14,"NOTA","None of the Above",19995,32,20027,1.62
"S12","Madhya Pradesh",13,"JABALPUR","State",1,"RAKESH SINGH","Bharatiya Janata Party",825674,780,826454,65.41
"S12","Madhya Pradesh",13,"JABALPUR","State",2,"AD. RAMRAJ RAM","Bahujan Samaj Party",12856,17,12873,1.02
"S12","Madhya Pradesh",13,"JABALPUR","State",3,"Pt. VIVEK KRISHNA TANKHA","Indian National Congress",371562,148,371710,29.42
"S12","Madhya Pradesh",13,"JABALPUR","State",4,"KULDEEP AHIRWAR","Republican Party of India (A)",4115,1,4116,0.33
"S12","Madhya Pradesh",13,"JABALPUR","State",5,"CHANDRA PRAKASH BHATNAGAR","AARAKSHAN VIRODHI PARTY",779,1,780,0.06
"S12","Madhya Pradesh",13,"JABALPUR","State",6,"DEVENDRA KUMAR YADAV","Pragatishil Samajwadi Party (Lohia)",593,2,595,0.05
"S12","Madhya Pradesh",13,"JABALPUR","State",7,"BHUSHAN PRASAD SHUKLA","Bhartiya Shakti Chetna Party",1355,0,1355,0.11
"S12","Madhya Pradesh",13,"JABALPUR","State",8,"MAHU SINGH PARASTE","Gondvana Gantantra Party",3443,3,3446,0.27
"S12","Madhya Pradesh",13,"JABALPUR","State",9,"SHAHNAJ BEE ANSARI","Smart Indians Party",1911,1,1912,0.15
"S12","Madhya Pradesh",13,"JABALPUR","State",10,"SHUKHDEV DAHIYA","Bhartiya Jan Sampark Party",1389,3,1392,0.11
"S12","Madhya Pradesh",13,"JABALPUR","State",11,"AMJAD KHAN","Independent",991,1,992,0.08
"S12","Madhya Pradesh",13,"JABALPUR","State",12,"ASHOK SINGH LODHI","Independent",1169,0,1169,0.09
"S12","Madhya Pradesh",13,"JABALPUR","State",13,"GULAB SINGH (VIVEK)","Independent",2241,0,2241,0.18
"S12","Madhya Pradesh",13,"JABALPUR","State",14,"DR. DHAI AKSHAR","Independent",4315,0,4315,0.34
"S12","Madhya Pradesh",13,"JABALPUR","State",15,"DHANUK","Independent",2665,0,2665,0.21
"S12","Madhya Pradesh",13,"JABALPUR","State",16,"RAKESH SINGH S/O NATHURAM","Independent",9486,1,9487,0.75
"S12","Madhya Pradesh",13,"JABALPUR","State",17,"RAKESH SINGH S/O BALJOR SINGH","Independent",7392,0,7392,0.59
"S12","Madhya Pradesh",13,"JABALPUR","State",18,"RAM DAYAL PRAJAPAT","Independent",1176,0,1176,0.09
"S12","Madhya Pradesh",13,"JABALPUR","State",19,"ENGR. RUPRAM SINGH","Independent",2702,0,2702,0.21
"S12","Madhya Pradesh",13,"JABALPUR","State",20,"LAXMINARAYAN JAGANNATH SINGH LODHI","Independent",828,0,828,0.07
"S12","Madhya Pradesh",13,"JABALPUR","State",21,"VINAY KUMAR JAIN ""VINNU BHAIYYA""","Independent",1068,0,1068,0.08
